sujet	session	treatment	trial	accuracy	conf	rt_trial	rt_conf	xc	xc_real	xc_diff	xc_o	s_o	stimuli	treat_block_e	treat_block_h	treat_mixed	keyword	elicit	gain	age	payment	hard	mixed
38	3	2	1	1	0.8	1.127991375	1.400639012	1	1	52	51	0	1	200	1	197	2	1	1	21	10.8	0	0
38	3	2	2	1	0.7	1.358090489	3.358065055	1	1	52	51	1	1	199	2	69	2	1	1	21	10.8	0	0
38	3	2	3	0	0.7	1.739770502	3.643872443	1	1	52	51	0	1	198	3	89	1	0	2	21	10.8	0	0
38	3	2	4	1	0.9	1.22583293	1.489071146	1	1	52	51	0	1	197	4	33	2	1	1	21	10.8	0	0
38	3	2	5	1	0.8	1.224893207	0.902306299	1	1	52	51	0	0	196	5	66	1	1	1	21	10.8	0	0
38	3	2	6	0	0.8	1.275096241	0.897702938	1	1	52	51	1	0	195	6	148	2	0	2	21	10.8	0	0
38	3	2	7	1	0.7	1.756305463	1.423634972	1	1	52	51	1	0	194	7	97	1	1	1	21	10.8	0	0
38	3	2	8	1	0.7	1.268219904	2.638678627	1	1	52	51	1	0	193	8	75	1	1	1	21	10.8	0	0
38	3	2	9	0	0.8	1.32053459	3.179344432	1	1	52	51	0	0	192	9	172	2	0	2	21	10.8	0	0
38	3	2	10	0	0.6	1.380983175	1.071539244	1	1	52	51	1	1	191	10	17	1	0	2	21	10.8	0	0
38	3	2	11	1	0.6	5.606564561	0.787440999	1	1	52	51	0	0	190	11	164	1	1	1	21	10.8	0	0
38	3	2	12	0	0.6	1.775723098	1.955182253	1	1	52	51	1	1	189	12	141	1	0	2	21	10.8	0	0
38	3	2	13	1	0.6	1.764557068	2.467389195	1	1	52	51	0	0	188	13	39	1	1	1	21	10.8	0	0
38	3	2	14	1	0.7	1.20442552	1.739259492	1	1	52	51	1	0	187	14	150	1	1	3	21	10.8	0	0
38	3	2	15	0	0.5	3.284406238	1.040689058	1	1	52	51	0	0	186	15	54	2	0	2	21	10.8	0	0
38	3	2	16	0	0.7	3.188463373	2.37624341	1	1	52	51	0	1	185	16	14	1	0	2	21	10.8	0	0
38	3	2	17	1	0.7	1.315507231	3.341327396	1	1	52	51	0	1	184	17	42	2	1	3	21	10.8	0	0
38	3	2	18	1	0.7	1.556341962	1.915706818	1	1	52	51	1	0	183	18	190	1	1	1	21	10.8	0	0
38	3	2	19	0	0.7	1.476220766	0.76363136	1	1	52	51	1	1	182	19	62	1	0	2	21	10.8	0	0
38	3	2	20	1	0.8	1.300391156	0.737668697	1	1	52	51	1	0	181	20	127	1	1	1	21	10.8	0	0
38	3	2	21	0	0.7	1.268593548	2.990419954	1	1	52	51	1	0	180	21	57	2	1	3	21	10.8	0	0
38	3	2	22	1	0.6	1.212352551	3.330923408	1	1	52	51	0	0	179	22	90	1	1	1	21	10.8	0	0
38	3	2	23	0	0.7	1.412438569	1.474837705	1	1	52	51	0	0	178	23	77	2	0	2	21	10.8	0	0
38	3	2	24	1	0.7	1.388096207	1.214570907	1	1	52	51	1	0	177	24	106	1	1	3	21	10.8	0	0
38	3	2	25	0	0.8	1.468436137	0.768079812	1	1	52	51	1	1	176	25	80	1	1	3	21	10.8	0	0
38	3	2	26	0	0.7	1.516011474	1.748008861	1	1	52	51	1	0	175	26	51	2	1	3	21	10.8	0	0
38	3	2	27	1	0.8	1.269394719	2.751700402	1	1	52	51	0	1	174	27	102	2	1	1	21	10.8	0	0
38	3	2	28	1	0.7	1.452813637	1.66171564	1	1	52	51	0	1	173	28	161	2	0	4	21	10.8	0	0
38	3	2	29	1	0.6	2.280873455	2.123653798	1	1	52	51	1	1	172	29	2	2	1	3	21	10.8	0	0
38	3	2	30	0	0.6	1.323457354	1.228525638	1	1	52	51	0	0	171	30	122	2	0	2	21	10.8	0	0
38	3	2	31	1	0.5	1.546058566	2.451782091	1	1	52	51	1	0	170	31	37	1	1	1	21	10.8	0	0
38	3	2	32	1	0.7	2.087038361	1.286416123	1	1	52	51	1	1	169	32	99	2	1	1	21	10.8	0	0
38	3	2	33	0	0.7	1.514791438	1.075533229	1	1	52	51	1	0	168	33	34	2	0	2	21	10.8	0	0
38	3	2	34	0	0.5	2.68428417	0.406218018	1	1	52	51	1	1	167	34	198	1	0	2	21	10.8	0	0
38	3	2	35	0	0.6	1.676199021	1.904947467	1	1	52	51	0	0	166	35	74	2	0	2	21	10.8	0	0
38	3	2	36	1	0.8	1.212593094	1.211219334	1	1	52	51	1	1	165	36	196	2	1	3	21	10.8	0	0
38	3	2	37	1	0.8	1.203635895	0.893985097	1	1	52	51	1	1	164	37	44	2	1	1	21	10.8	0	0
38	3	2	38	1	0.9	1.468277699	2.027727932	1	1	52	51	0	0	163	38	52	1	1	1	21	10.8	0	0
38	3	2	39	1	0.8	1.468009573	0.955328504	1	1	52	51	0	0	162	39	3	1	1	1	21	10.8	0	0
38	3	2	40	0	0.7	1.724510743	1.69919713	1	1	52	51	1	0	161	40	7	2	0	2	21	10.8	0	0
38	3	2	41	1	0.8	1.539757609	0.619310705	1	1	52	51	0	0	160	41	5	1	1	1	21	10.8	0	0
38	3	2	42	1	0.8	1.540385909	1.731490898	1	1	52	51	0	1	159	42	103	2	1	1	21	10.8	0	0
38	3	2	43	1	0.8	1.499906284	1.111065034	1	1	52	51	1	0	158	43	109	1	1	1	21	10.8	0	0
38	3	2	44	0	0.7	1.46032084	1.282129638	1	1	52	51	1	1	157	44	170	1	1	3	21	10.8	0	0
38	3	2	45	1	0.8	2.654551067	1.710760858	1	1	52	51	1	0	156	45	183	1	1	1	21	10.8	0	0
38	3	2	46	1	0.7	1.231613351	1.844074563	1	1	52	51	0	1	155	46	46	2	0	4	21	10.8	0	0
38	3	2	47	0	0.8	1.172733431	0.659151767	1	1	52	51	0	0	154	47	96	2	0	2	21	10.8	0	0
38	3	2	48	0	0.9	1.428164663	0.862816431	1	1	52	51	1	1	153	48	185	1	0	2	21	10.8	0	0
38	3	2	49	1	0.8	1.202634593	0.643524777	1	1	52	51	1	1	152	49	186	2	1	1	21	10.8	0	0
38	3	2	50	1	0.8	1.31659096	2.50423084	1	1	52	51	1	0	151	50	84	1	1	1	21	10.8	0	0
38	3	2	51	1	0.8	1.379507842	0.890873106	1	1	52	51	0	1	150	51	64	2	1	1	21	10.8	0	0
38	3	2	52	0	0.9	1.401718347	1.210842804	1	1	52	51	1	0	149	52	83	2	0	2	21	10.8	0	0
38	3	2	53	1	0.8	1.348275351	2.285158241	1	1	52	51	1	1	148	53	140	2	1	1	21	10.8	0	0
38	3	2	54	0	1	1.175900908	3.896297843	1	1	52	51	0	1	147	54	119	1	0	2	21	10.8	0	0
38	3	2	55	1	0.8	1.428056899	0.55078948	1	1	52	51	0	0	146	55	32	1	1	1	21	10.8	0	0
38	3	2	56	1	0.6	1.332496017	1.140625266	1	1	52	51	1	1	145	56	56	2	1	1	21	10.8	0	0
38	3	2	57	1	0.7	1.394522568	1.277201061	1	1	52	51	1	0	144	57	30	1	1	1	21	10.8	0	0
38	3	2	58	0	0.8	1.380466167	0.763659905	1	1	52	51	0	0	143	58	113	2	0	2	21	10.8	0	0
38	3	2	59	1	0.6	1.292229996	2.147960881	1	1	52	51	1	0	142	59	153	1	1	3	21	10.8	0	0
38	3	2	60	1	0.8	1.156302064	0.451897231	1	1	52	51	0	1	141	60	73	2	1	1	21	10.8	0	0
38	3	2	61	0	0.7	1.604473115	0.697225315	1	1	52	51	0	0	140	61	104	2	0	2	21	10.8	0	0
38	3	2	62	1	0.8	1.324647243	1.356106069	1	1	52	51	0	0	139	62	23	1	1	3	21	10.8	0	0
38	3	2	63	1	0.7	1.540073844	1.723687987	1	1	52	51	1	1	138	63	132	2	1	1	21	10.8	0	0
38	3	2	64	1	0.5	1.473943942	0.587902778	1	1	52	51	0	1	137	64	31	2	1	1	21	10.8	0	0
38	3	2	65	1	0.5	2.51660257	0.786179909	1	1	52	51	1	1	136	65	72	2	1	1	21	10.8	0	0
38	3	2	66	1	0.7	1.244237716	1.195035887	1	1	52	51	1	1	135	66	45	2	1	1	21	10.8	0	0
38	3	2	67	0	0.7	1.200329224	0.731796228	1	1	52	51	0	0	134	67	116	2	0	2	21	10.8	0	0
38	3	2	68	0	0.7	1.338423651	1.33130475	1	1	52	51	1	0	133	68	121	2	0	2	21	10.8	0	0
38	3	2	69	0	0.8	1.343314382	0.371834728	1	1	52	51	0	0	132	69	68	2	0	2	21	10.8	0	0
38	3	2	70	1	0.8	1.980149163	0.858694477	1	1	52	51	1	0	131	70	180	1	1	1	21	10.8	0	0
38	3	2	71	0	0.8	1.324253393	0.712364482	1	1	52	51	1	0	130	71	134	2	0	2	21	10.8	0	0
38	3	2	72	1	0.9	1.196444607	1.683639738	1	1	52	51	0	1	129	72	130	2	1	1	21	10.8	0	0
38	3	2	73	1	0.8	1.202528433	0.995758095	1	1	52	51	1	1	128	73	166	2	1	1	21	10.8	0	0
38	3	2	74	1	0.8	1.020253539	1.15597579	1	1	52	51	0	1	127	74	175	2	1	1	21	10.8	0	0
38	3	2	75	1	0.9	1.419786692	1.256017517	1	1	52	51	0	1	126	75	20	2	1	1	21	10.8	0	0
38	3	2	76	1	0.7	1.225172879	1.895852998	1	1	52	51	0	1	125	76	120	2	1	1	21	10.8	0	0
38	3	2	77	1	0.8	1.292461559	0.419681078	1	1	52	51	0	1	124	77	36	2	1	3	21	10.8	0	0
38	3	2	78	1	0.8	1.436501901	0.492045547	1	1	52	51	1	1	123	78	169	2	1	3	21	10.8	0	0
38	3	2	79	1	0.7	1.779817469	0.859953642	1	1	52	51	1	0	122	79	163	1	1	1	21	10.8	0	0
38	3	2	80	0	0.8	1.296471259	0.552987727	1	1	52	51	0	0	121	80	139	2	0	2	21	10.8	0	0
38	3	2	81	1	0.7	1.324590795	1.355471034	1	1	52	51	0	0	120	81	22	1	1	1	21	10.8	0	0
38	3	2	82	1	0.5	1.218230793	2.315834915	1	1	52	51	0	1	119	82	87	2	1	3	21	10.8	0	0
38	3	2	83	0	0.5	2.148100492	0.467814797	1	1	52	51	1	1	118	83	86	1	0	2	21	10.8	0	0
38	3	2	84	0	0.6	1.43622255	0.866538441	1	1	52	51	1	0	117	84	157	2	0	2	21	10.8	0	0
38	3	2	85	0	0.7	1.196480528	0.681722766	1	1	52	51	0	0	116	85	43	2	0	2	21	10.8	0	0
38	3	2	86	1	0.8	1.228655628	1.467180083	1	1	52	51	0	1	115	86	108	2	1	1	21	10.8	0	0
38	3	2	87	0	0.7	1.340304701	1.210604505	1	1	52	51	0	1	114	87	133	1	0	2	21	10.8	0	0
38	3	2	88	1	0.7	1.109521482	0.682662169	1	1	52	51	1	0	113	88	100	1	1	1	21	10.8	0	0
38	3	2	89	1	0.8	1.332410705	0.988641856	1	1	52	51	0	1	112	89	92	2	1	1	21	10.8	0	0
38	3	2	90	1	0.7	1.436507995	0.805990111	1	1	52	51	1	1	111	90	15	2	1	1	21	10.8	0	0
38	3	2	91	1	0.6	1.620460278	1.19892724	1	1	52	51	0	0	110	91	53	1	1	1	21	10.8	0	0
38	3	2	92	0	0.9	1.204178882	1.501439573	1	1	52	51	1	1	109	92	28	1	0	2	21	10.8	0	0
38	3	2	93	0	0.8	1.188567288	0.738172876	1	1	52	51	0	1	108	93	182	1	0	2	21	10.8	0	0
38	3	2	94	1	0.7	1.234600901	0.290084251	1	1	52	51	1	0	107	94	26	1	1	3	21	10.8	0	0
38	3	2	95	1	0.6	1.284642612	1.491804362	1	1	52	51	0	1	106	95	143	2	0	4	21	10.8	0	0
38	3	2	96	1	0.8	1.244413473	0.467320239	1	1	52	51	0	0	105	96	115	1	1	1	21	10.8	0	0
38	3	2	97	1	0.8	1.240652655	1.287965544	1	1	52	51	1	1	104	97	50	2	1	3	21	10.8	0	0
38	3	2	98	0	0.8	1.100526117	0.659851588	1	1	52	51	1	1	103	98	146	1	1	3	21	10.8	0	0
38	3	2	99	1	0.9	1.022674048	1.355004059	1	1	52	51	0	1	102	99	71	2	1	3	21	10.8	0	0
38	3	2	100	1	0.8	2.844421042	0.841579005	1	1	52	51	0	0	101	100	35	1	1	3	21	10.8	0	0
38	3	2	101	0	0.8	1.244086655	1.833413996	1	1	51	52	0	0	100	101	193	2	1	3	21	10.8	1	0
38	3	2	102	0	0.7	1.500270948	1.291962415	1	1	51	52	1	0	99	102	136	2	0	2	21	10.8	1	0
38	3	2	103	1	0.8	1.060575047	0.862509497	1	1	51	52	1	1	98	103	76	2	1	1	21	10.8	1	0
38	3	2	104	1	0.6	1.37237268	0.656508033	1	1	51	52	1	1	97	104	188	2	0	4	21	10.8	1	0
38	3	2	105	0	0.7	1.148639951	0.604834155	1	1	51	52	0	0	96	105	125	2	0	4	21	10.8	1	0
38	3	2	106	1	0.7	1.817428211	0.709366027	1	1	51	52	1	0	95	106	135	1	0	4	21	10.8	1	0
38	3	2	107	1	0.7	1.188394738	0.507700119	1	1	51	52	0	1	94	107	110	2	1	1	21	10.8	1	0
38	3	2	108	0	0.7	1.20248289	0.48485522	1	1	51	52	1	0	93	108	112	2	0	2	21	10.8	1	0
38	3	2	109	1	0.8	1.180024786	0.347464463	1	1	51	52	1	1	92	109	151	2	1	1	21	10.8	1	0
38	3	2	110	0	0.5	2.164511333	0.310033647	1	1	51	52	0	0	91	110	137	2	0	2	21	10.8	1	0
38	3	2	111	1	0.7	1.212671351	0.699007582	1	1	51	52	1	1	90	111	159	2	1	1	21	10.8	1	0
38	3	2	112	1	0.7	1.092289265	0.379974079	1	1	51	52	1	0	89	112	27	1	1	1	21	10.8	1	0
38	3	2	113	1	0.7	1.052327291	0.819987819	1	1	51	52	0	1	88	113	171	2	1	1	21	10.8	1	0
38	3	2	114	0	0.8	1.161459637	0.978419398	1	1	51	52	1	0	87	114	11	2	0	2	21	10.8	1	0
38	3	2	115	1	0.8	1.156593602	0.623057731	1	1	51	52	1	0	86	115	152	1	1	1	21	10.8	1	0
38	3	2	116	0	0.8	1.38442423	0.931769993	1	1	51	52	0	0	85	116	19	2	0	2	21	10.8	1	0
38	3	2	117	1	0.6	1.211994301	1.252975443	1	1	51	52	0	1	84	117	156	2	1	3	21	10.8	1	0
38	3	2	118	1	0.7	1.254088133	0.603541955	1	1	51	52	1	1	83	118	21	2	1	1	21	10.8	1	0
38	3	2	119	1	0.5	2.212568719	1.206019104	1	1	51	52	1	0	82	119	131	1	1	3	21	10.8	1	0
38	3	2	120	0	0.6	1.643152833	1.213962813	1	1	51	52	0	0	81	120	48	2	0	2	21	10.8	1	0
38	3	2	121	1	0.7	1.524431139	1.138465185	1	1	51	52	0	0	80	121	149	1	1	1	21	10.8	1	0
38	3	2	122	0	0.9	1.455632487	0.610282626	1	1	51	52	0	1	79	122	12	1	0	2	21	10.8	1	0
38	3	2	123	0	0.8	3.43620074	1.424163847	1	1	51	52	1	1	78	123	47	1	0	4	21	10.8	1	0
38	3	2	124	0	0.8	1.177140829	0.707514804	1	1	51	52	1	0	77	124	95	2	0	2	21	10.8	1	0
38	3	2	125	1	0.8	1.112031794	0.460250184	1	1	51	52	1	0	76	125	61	1	1	3	21	10.8	1	0
38	3	2	126	1	0.9	1.07970916	1.637036517	1	1	51	52	1	0	75	126	192	1	1	1	21	10.8	1	0
38	3	2	127	0	0.8	2.180307985	0.487006641	1	1	51	52	1	0	74	127	178	2	0	2	21	10.8	1	0
38	3	2	128	0	0.9	1.166976102	0.507866575	1	1	51	52	1	1	73	128	165	1	0	2	21	10.8	1	0
38	3	2	129	1	0.6	2.156148757	1.2753771	1	1	51	52	1	0	72	129	142	1	1	1	21	10.8	1	0
38	3	2	130	1	0.5	2.391260798	1.595474767	1	1	51	52	0	1	71	130	111	2	1	1	21	10.8	1	0
38	3	2	131	1	0.6	1.997557136	1.925002702	1	1	51	52	0	1	70	131	128	2	1	1	21	10.8	1	0
38	3	2	132	0	0.6	1.508414789	0.565808375	1	1	51	52	0	0	69	132	123	2	0	2	21	10.8	1	0
38	3	2	133	1	0.7	1.427586717	0.467158915	1	1	51	52	0	1	68	133	107	2	1	1	21	10.8	1	0
38	3	2	134	0	0.7	1.173453458	0.756105876	1	1	51	52	0	0	67	134	147	2	1	3	21	10.8	1	0
38	3	2	135	1	0.8	1.14023087	0.661170408	1	1	51	52	1	1	66	135	55	2	1	1	21	10.8	1	0
38	3	2	136	1	0.6	1.180711136	0.648963626	1	1	51	52	1	1	65	136	58	2	1	1	21	10.8	1	0
38	3	2	137	0	0.8	1.460627453	1.002139875	1	1	51	52	1	0	64	137	200	2	0	2	21	10.8	1	0
38	3	2	138	1	0.7	1.277564859	1.394884249	1	1	51	52	1	1	63	138	144	2	1	1	21	10.8	1	0
38	3	2	139	1	0.8	1.291709139	0.529462251	1	1	51	52	0	0	62	139	78	1	1	1	21	10.8	1	0
38	3	2	140	0	0.6	1.924688167	1.302192891	1	1	51	52	0	0	61	140	145	2	0	2	21	10.8	1	0
38	3	2	141	0	0.7	1.30033535	0.603412703	1	1	51	52	1	0	60	141	105	2	1	3	21	10.8	1	0
38	3	2	142	1	0.6	1.382858773	1.206202559	1	1	51	52	0	1	59	142	65	2	1	1	21	10.8	1	0
38	3	2	143	0	0.7	1.24466428	0.717702303	1	1	51	52	0	0	58	143	189	2	0	2	21	10.8	1	0
38	3	2	144	0	0.5	1.497487699	1.076092893	1	1	51	52	0	1	57	144	118	1	1	3	21	10.8	1	0
38	3	2	145	1	0.7	1.508569058	0.602828984	1	1	51	52	1	1	56	145	176	2	1	3	21	10.8	1	0
38	3	2	146	1	0.8	1.29741451	0.826987635	1	1	51	52	0	0	55	146	49	1	1	1	21	10.8	1	0
38	3	2	147	0	0.8	1.140702015	1.026621111	1	1	51	52	1	0	54	147	126	2	0	2	21	10.8	1	0
38	3	2	148	1	0.9	1.37207633	0.490863676	1	1	51	52	1	1	53	148	93	2	1	1	21	10.8	1	0
38	3	2	149	1	0.7	1.171635269	0.547586082	1	1	51	52	0	1	52	149	81	2	1	3	21	10.8	1	0
38	3	2	150	0	0.7	1.293482105	0.971489179	1	1	51	52	1	0	51	150	179	2	0	2	21	10.8	1	0
38	3	2	151	0	0.6	1.468428119	1.108754533	1	1	51	52	0	1	50	151	88	1	1	3	21	10.8	1	0
38	3	2	152	1	0.7	1.244760177	0.37969569	1	1	51	52	1	1	49	152	70	2	1	3	21	10.8	1	0
38	3	2	153	0	0.7	1.620842582	0.627769498	1	1	51	52	1	1	48	153	187	1	0	2	21	10.8	1	0
38	3	2	154	0	0.8	1.195228419	0.40461247	1	1	51	52	0	0	47	154	8	2	0	2	21	10.8	1	0
38	3	2	155	0	0.7	1.148927962	1.051965738	1	1	51	52	1	0	46	155	124	2	1	3	21	10.8	1	0
38	3	2	156	1	0.7	1.172757164	1.547314428	1	1	51	52	0	1	45	156	162	2	1	1	21	10.8	1	0
38	3	2	157	1	0.7	1.204159318	1.083966364	1	1	51	52	1	1	44	157	29	2	1	3	21	10.8	1	0
38	3	2	158	1	0.8	1.173099698	0.67563028	1	1	51	52	0	1	43	158	177	2	1	1	21	10.8	1	0
38	3	2	159	0	0.6	1.644474218	1.901322316	1	1	51	52	1	0	42	159	154	2	1	3	21	10.8	1	0
38	3	2	160	1	0.7	1.724590603	0.595251543	1	1	51	52	0	0	41	160	168	1	1	1	21	10.8	1	0
38	3	2	161	1	0.7	1.052615622	4.107283369	1	1	51	52	0	1	40	161	114	2	1	1	21	10.8	1	0
38	3	2	162	0	0.8	1.060792177	1.411781308	1	1	51	52	0	0	39	162	59	2	0	2	21	10.8	1	0
38	3	2	163	0	0.7	1.148744828	0.548657944	1	1	51	52	0	0	38	163	101	2	1	3	21	10.8	1	0
38	3	2	164	1	0.6	1.156010846	0.759198304	1	1	51	52	1	1	37	164	38	2	1	1	21	10.8	1	0
38	3	2	165	1	0.7	1.188434508	0.612020954	1	1	51	52	1	1	36	165	195	2	1	3	21	10.8	1	0
38	3	2	166	0	0.5	1.908361357	0.451155074	1	1	51	52	0	0	35	166	40	2	0	2	21	10.8	1	0
38	3	2	167	1	0.5	3.252601254	0.547098259	1	1	51	52	1	1	34	167	199	2	0	4	21	10.8	1	0
38	3	2	168	1	0.7	1.418278645	0.555791502	1	1	51	52	0	1	33	168	117	2	1	1	21	10.8	1	0
38	3	2	169	1	0.5	2.451754284	0.291217051	1	1	51	52	1	1	32	169	174	2	1	1	21	10.8	1	0
38	3	2	170	0	0.6	2.956525224	0.571392192	1	1	51	52	0	1	31	170	63	1	1	3	21	10.8	1	0
38	3	2	171	1	0.7	1.359533429	0.300975099	1	1	51	52	0	0	30	171	160	1	1	1	21	10.8	1	0
38	3	2	172	1	0.8	1.23663622	0.75552761	1	1	51	52	1	1	29	172	79	2	1	1	21	10.8	1	0
38	3	2	173	0	0.7	1.242813698	1.137544064	1	1	51	52	1	0	28	173	4	2	1	3	21	10.8	1	0
38	3	2	174	0	0.7	1.382818362	1.31744335	1	1	51	52	1	0	27	174	94	2	0	2	21	10.8	1	0
38	3	2	175	1	0.8	1.180717551	1.235597297	1	1	51	52	0	1	26	175	129	2	1	1	21	10.8	1	0
38	3	2	176	1	0.7	1.316040917	0.827858723	1	1	51	52	1	1	25	176	167	2	1	1	21	10.8	1	0
38	3	2	177	0	0.8	1.076311724	0.395297984	1	1	51	52	0	1	24	177	9	1	0	2	21	10.8	1	0
38	3	2	178	0	0.9	1.156740174	0.53126344	1	1	51	52	0	0	23	178	173	2	0	2	21	10.8	1	0
38	3	2	179	0	0.8	1.138195231	0.76547232	1	1	51	52	0	0	22	179	6	2	0	2	21	10.8	1	0
38	3	2	180	1	0.8	1.243404473	0.364054909	1	1	51	52	0	1	21	180	41	2	1	3	21	10.8	1	0
38	3	2	181	0	0.7	1.364288814	1.031325501	1	1	51	52	0	1	20	181	158	1	1	3	21	10.8	1	0
38	3	2	182	1	0.8	1.143162615	0.86037315	1	1	51	52	1	1	19	182	194	2	1	1	21	10.8	1	0
38	3	2	183	0	0.8	1.220842454	1.404193283	1	1	51	52	0	1	18	183	18	1	0	2	21	10.8	1	0
38	3	2	184	1	0.5	2.196635438	0.328657809	1	1	51	52	1	0	17	184	138	1	1	1	21	10.8	1	0
38	3	2	185	0	0.6	1.156705215	0.387593856	1	1	51	52	1	0	16	185	10	2	0	2	21	10.8	1	0
38	3	2	186	1	0.7	1.131717234	0.474154241	1	1	51	52	0	0	15	186	184	1	1	3	21	10.8	1	0
38	3	2	187	0	0.7	1.23672474	0.944135533	1	1	51	52	0	1	14	187	13	1	1	3	21	10.8	1	0
38	3	2	188	0	0.7	1.228483078	0.395945848	1	1	51	52	0	0	13	188	67	2	0	2	21	10.8	1	0
38	3	2	189	0	0.8	1.270984872	0.551032589	1	1	51	52	1	1	12	189	60	1	0	2	21	10.8	1	0
38	3	2	190	0	0.7	1.276373046	0.835808205	1	1	51	52	0	0	11	190	85	2	0	2	21	10.8	1	0
38	3	2	191	1	0.5	0.985548883	0.701709687	1	1	51	52	1	1	10	191	191	2	1	3	21	10.8	1	0
38	3	2	192	0	0.6	1.164186759	0.48576672	1	1	51	52	0	0	9	192	181	2	1	3	21	10.8	1	0
38	3	2	193	1	0.7	1.143393216	0.578110091	1	1	51	52	0	1	8	193	82	2	1	3	21	10.8	1	0
38	3	2	194	1	0.7	1.106456958	0.623036564	1	1	51	52	0	1	7	194	25	2	1	3	21	10.8	1	0
38	3	2	195	1	0.6	2.252335052	1.779399469	1	1	51	52	0	1	6	195	16	2	1	1	21	10.8	1	0
38	3	2	196	0	0.9	1.08345298	0.458744061	1	1	51	52	0	0	5	196	1	2	0	2	21	10.8	1	0
38	3	2	197	0	0.6	1.962819767	0.332324975	1	1	51	52	1	0	4	197	98	2	1	3	21	10.8	1	0
38	3	2	198	0	0.7	1.108791192	0.529033762	1	1	51	52	1	0	3	198	24	2	0	2	21	10.8	1	0
38	3	2	199	1	0.7	1.393876307	2.728770191	1	1	51	52	1	1	2	199	91	2	1	1	21	10.8	1	0
38	3	2	200	0	0.8	1.091939676	0.731458505	1	1	51	52	1	0	1	200	155	2	0	4	21	10.8	1	0
39	3	3	1	0	0.6	2.740209574	2.41894726	2	2	54	51	0	1	200	1	197	1	0	2	22	13.2	0	1
39	3	3	2	1	0.9	1.099807052	0.416227194	2	2	51	51	1	0	199	2	69	1	1	1	22	13.2	1	1
39	3	3	3	0	0.8	1.307458004	0.97441483	2	2	51	51	0	0	198	3	89	2	0	2	22	13.2	1	1
39	3	3	4	1	0.9	1.66848431	1.735861093	2	2	51	51	0	1	197	4	33	2	1	1	22	13.2	1	1
39	3	3	5	0	0.8	1.344161416	1.626384929	2	2	51	51	0	1	196	5	66	1	0	2	22	13.2	1	1
39	3	3	6	0	0.7	2.884357359	3.195042623	2	2	54	51	1	1	195	6	148	1	0	2	22	13.2	0	1
39	3	3	7	0	0.9	1.988049253	0.676056844	2	2	51	51	1	1	194	7	97	1	0	2	22	13.2	1	1
39	3	3	8	1	0.9	1.284324453	0.418901075	2	2	51	51	1	0	193	8	75	1	1	1	22	13.2	1	1
39	3	3	9	1	0.6	3.372281273	1.69936968	2	2	54	51	0	1	192	9	172	2	1	3	22	13.2	0	1
39	3	3	10	1	0.9	1.836042751	0.547470621	2	2	51	51	1	0	191	10	17	1	1	3	22	13.2	1	1
39	3	3	11	1	1	1.124468856	4.390032326	2	2	54	51	0	1	190	11	164	2	1	1	22	13.2	0	1
39	3	3	12	1	0.9	1.524573861	0.371970395	2	2	54	51	1	1	189	12	141	2	1	1	22	13.2	0	1
39	3	3	13	1	0.8	1.436596194	0.339773806	2	2	51	51	0	0	188	13	39	1	1	1	22	13.2	1	1
39	3	3	14	1	1	1.307196934	0.422698456	2	2	54	51	1	1	187	14	150	2	1	1	22	13.2	0	1
39	3	3	15	1	0.7	1.309781333	0.844793628	2	2	51	51	0	0	186	15	54	1	1	3	22	13.2	1	1
39	3	3	16	1	0.9	1.142035909	0.645712119	2	2	51	51	0	1	185	16	14	2	1	1	22	13.2	1	1
39	3	3	17	0	0.8	1.216555327	0.514749006	2	2	51	51	0	0	184	17	42	2	0	2	22	13.2	1	1
39	3	3	18	1	0.7	1.597609928	0.787773911	2	2	54	51	1	0	183	18	190	1	1	1	22	13.2	0	1
39	3	3	19	1	0.6	1.356525994	0.889827222	2	2	51	51	1	0	182	19	62	1	1	3	22	13.2	1	1
39	3	3	20	1	0.6	2.062525053	0.732002775	2	2	54	51	1	1	181	20	127	2	1	3	22	13.2	0	1
39	3	3	21	0	0.8	1.30053452	0.155210221	2	2	51	51	1	1	180	21	57	1	0	2	22	13.2	1	1
39	3	3	22	1	0.9	1.277010968	0.250510353	2	2	51	51	0	1	179	22	90	2	1	1	22	13.2	1	1
39	3	3	23	1	0.5	1.578365484	0.300148912	2	2	51	51	0	0	178	23	77	1	1	1	22	13.2	1	1
39	3	3	24	1	0.6	1.61233536	0.348416694	2	2	54	51	1	1	177	24	106	2	1	3	22	13.2	0	1
39	3	3	25	0	0.6	1.401766455	0.341720284	2	2	51	51	1	0	176	25	80	2	0	2	22	13.2	1	1
39	3	3	26	0	0.5	1.652515107	0.000172871	2	2	51	51	1	0	175	26	51	2	1	3	22	13.2	1	1
39	3	3	27	1	0.8	1.200102151	0.406226036	2	2	54	51	0	1	174	27	102	2	1	1	22	13.2	0	1
39	3	3	28	1	0.9	1.033507487	0.34295796	2	2	54	51	0	0	173	28	161	1	1	1	22	13.2	0	1
39	3	3	29	1	0.8	0.914648523	1.221243264	2	2	51	51	1	1	172	29	2	2	1	1	22	13.2	1	1
39	3	3	30	1	0.8	1.153665386	0.748744283	2	2	54	51	0	0	171	30	122	1	1	1	22	13.2	0	1
39	3	3	31	0	1	1.075975925	0.470775406	2	2	51	51	1	1	170	31	37	1	0	2	22	13.2	1	1
